livrooms_count,district,year,level,house_levels,const_tech,area,liv_area,kitchen_area,price
3,Советский,1976.0,4,9,панель,60.5,44.3,7.0,6800000
1,Автозаводский,,14,22,блок+утеплитель,42.4,16.2,11.6,7200000
3,Приокский,1985.0,8,9,панель,58.6,45.0,7.0,6800000
2,Ленинский,1973.0,4,5,панель,44.8,29.1,5.8,5600000
3,Советский,2023.0,8,10,блок+утеплитель,60.7,35.4,12.7,11900000
4,Канавинский,1988.0,6,9,панель,87.0,56.0,10.4,13000000
1,Автозаводский,1958.0,1,2,шлакоблок,34.6,27.8,4.1,3200000
1,Советский,1995.0,4,10,кирпич,33.8,17.5,8.0,6799000
2,Сормовский,1968.0,4,9,панель,43.6,27.4,7.0,5500000
2,Московский,1978.0,8,9,кирпич,48.1,28.1,7.5,5500000
2,Сормовский,2000.0,5,6,кирпич,71.1,24.5,24.5,8750000
1,Канавинский,,2,2,кирпич,39.7,21.0,10.0,3450000
2,Приокский,2014.0,1,25,блок+утеплитель,58.6,30.2,12.7,10500000
3,Нижегородский,2014.0,14,25,блок+утеплитель,80.7,47.0,13.5,19400000
2,Новинский,2023.0,6,10,блок+утеплитель,49.1,35.8,9.0,6800000
1,Автозаводский,1982.0,5,9,кирпич,29.1,18.0,5.0,3950000
4,Нижегородский,2009.0,2,7,кирпич,149.9,83.6,16.0,50000000
3,Автозаводский,1974.0,5,5,кирпич,59.5,41.3,5.9,4400000
2,Канавинский,1991.0,6,9,панель,55.0,31.3,9.0,9650000
1,Ленинский,1959.0,4,5,кирпич,30.4,18.0,6.0,4600000
1,Автозаводский,1988.0,4,10,панель,32.8,17.0,8.0,5200000
4,Автозаводский,1984.0,4,9,кирпич,78.0,51.0,8.1,11890000
1,Советский,2022.0,15,15,блок+утеплитель,40.43,14.5,17.9,9300000
2,Сормовский,1977.0,9,9,панель,38.7,23.0,6.0,4400000
2,Сормовский,1992.0,2,9,панель,51.0,31.0,9.0,6120000
2,Приокский,1977.0,9,9,панель,50.6,31.0,9.0,6600000
1,Автозаводский,1985.0,3,9,кирпич,28.3,13.0,7.0,3800000
2,Автозаводский,1974.0,6,9,панель,43.4,26.0,6.0,5600000
2,Нижегородский,1957.0,1,2,кирпич,45.5,31.5,3.0,3950000
3,Советский,1993.0,6,6,кирпич,69.0,39.6,8.0,8700000
3,Канавинский,1929.0,3,3,кирпич,52.6,41.0,7.3,5600000
1,Советский,1961.0,3,3,кирпич,26.0,16.1,4.0,3700000
2,Новинский,,1,3,блок+утеплитель,52.2,32.0,11.3,4990000
2,Советский,1956.0,1,2,кирпич,44.6,27.3,6.0,6280000
3,Советский,1969.0,5,5,кирпич,53.0,36.0,6.0,6000000
0,Советский,2023.0,11,19,панель,23.6,15.8,1.0,8499000
1,Московский,2026.0,6,7,кирпич,42.94,13.03,1.0,8350000
2,Московский,2026.0,7,7,кирпич,62.04,29.57,1.0,12090000
1,Московский,2026.0,7,7,кирпич,42.94,13.03,1.0,8430000
2,Московский,2026.0,7,7,кирпич,64.08,28.77,1.0,11760000
0,Московский,2026.0,6,7,кирпич,21.48,12.68,1.0,5120000
2,Московский,2026.0,5,7,кирпич,64.08,28.77,1.0,11500000
2,Московский,2026.0,6,7,кирпич,64.08,28.77,1.0,11630000
2,Московский,2026.0,6,7,кирпич,62.04,29.57,1.0,11890000
3,Московский,2026.0,2,7,кирпич,80.56,39.49,1.0,14720000
1,Московский,2026.0,6,7,кирпич,42.33,13.04,1.0,8340000
2,Московский,2026.0,7,7,кирпич,66.27,33.35,1.0,12130000
1,Московский,2026.0,7,7,кирпич,37.01,11.18,1.0,7500000
1,Московский,2026.0,7,7,кирпич,35.96,10.89,1.0,7530000
2,Московский,2026.0,2,7,кирпич,64.08,28.77,1.0,10740000
2,Московский,2026.0,2,7,кирпич,62.04,29.57,1.0,11240000
2,Московский,2026.0,7,7,кирпич,68.59,34.04,1.0,12560000
0,Московский,2026.0,6,7,кирпич,21.25,12.66,1.0,5220000
2,Московский,2026.0,5,7,кирпич,68.59,34.04,1.0,12280000
2,Московский,2026.0,6,7,кирпич,68.59,34.04,1.0,12420000
2,Московский,2026.0,6,7,кирпич,66.27,33.35,1.0,12000000
0,Московский,2026.0,7,7,кирпич,21.81,12.85,1.0,5350000
2,Московский,2026.0,2,7,кирпич,68.59,34.04,1.0,11470000
0,Московский,2026.0,5,7,кирпич,21.25,12.66,1.0,5120000
2,Московский,2026.0,3,7,кирпич,68.59,34.04,1.0,12000000
2,Московский,2026.0,3,7,кирпич,66.27,33.35,1.0,11600000
1,Московский,2026.0,5,7,кирпич,37.01,11.18,1.0,7470000
2,Московский,2026.0,2,7,кирпич,66.27,33.35,1.0,11080000
2,Московский,2026.0,11,17,монолитный железобетон,58.34,26.79,1.0,10740000
2,Московский,2026.0,16,17,монолитный железобетон,62.21,28.9,1.0,11400000
3,Московский,2025.0,1,17,монолитный железобетон,84.49,42.24,1.0,12540000
2,Московский,2026.0,15,17,монолитный железобетон,58.34,26.79,1.0,10860000
2,Московский,2026.0,14,17,монолитный железобетон,58.34,26.79,1.0,10860000
2,Московский,2026.0,17,17,монолитный железобетон,58.34,26.79,1.0,10860000
2,Московский,2026.0,12,17,монолитный железобетон,58.34,26.79,1.0,10740000
2,Московский,2026.0,10,17,монолитный железобетон,58.34,26.79,1.0,10740000
2,Московский,2026.0,8,17,монолитный железобетон,58.34,26.79,1.0,10740000
2,Московский,2026.0,9,17,монолитный железобетон,58.34,26.79,1.0,10740000
2,Московский,2026.0,10,17,монолитный железобетон,62.21,28.9,1.0,11270000
2,Московский,2026.0,5,17,монолитный железобетон,62.21,28.9,1.0,11270000
2,Московский,2026.0,4,17,монолитный железобетон,58.34,26.79,1.0,10740000
3,Московский,2026.0,4,17,монолитный железобетон,77.42,40.07,1.0,13520000
2,Московский,2026.0,2,17,монолитный железобетон,58.34,26.79,1.0,10620000
2,Московский,2026.0,3,17,монолитный железобетон,58.34,26.79,1.0,10620000
2,Московский,2026.0,1,17,монолитный железобетон,58.15,26.79,1.0,10040000
3,Московский,2026.0,2,17,монолитный железобетон,77.89,40.07,1.0,13440000
2,Московский,2026.0,1,17,монолитный железобетон,62.18,28.9,1.0,10570000
2,Приокский,2014.0,25,25,блок+утеплитель,60.6,29.3,11.1,14500000
4,Нижегородский,2010.0,5,8,кирпич,146.91,89.74,19.64,59000000
2,Сормовский,1968.0,5,5,кирпич,48.0,30.0,6.0,5500000
2,Автозаводский,1985.0,3,9,панель,42.5,26.9,6.9,5950000
1,Канавинский,2008.0,2,10,кирпич,45.1,20.1,11.6,7990000
1,Приокский,2024.0,7,16,кирпич,43.6,18.4,12.1,6150000
3,Сормовский,2004.0,3,6,кирпич,79.8,48.0,12.0,14990000
2,Нижегородский,2005.0,7,17,кирпич,64.0,32.0,10.0,12800000
2,Канавинский,1960.0,1,2,шлакоблок,31.1,20.7,4.6,3500000
1,Нижегородский,2006.0,8,10,кирпич,39.9,17.5,8.0,8650000
2,Ленинский,1960.0,4,5,кирпич,43.0,28.0,6.0,6800000
2,Сормовский,1963.0,4,5,кирпич,44.1,27.4,6.0,6350000
2,Московский,1979.0,5,9,панель,43.7,27.9,6.9,7699999
3,Советский,2004.0,4,10,блок+утеплитель,104.5,53.9,13.5,24400000
1,Нижегородский,1917.0,1,2,кирпич,34.0,20.0,9.0,6050000
2,Автозаводский,2019.0,8,10,панель,47.1,30.22,7.2,7100000
3,Сормовский,1976.0,1,9,кирпич,53.6,35.8,6.3,4950000
3,Нижегородский,,1,3,кирпич,74.26,53.54,19.64,8000000
2,Нижегородский,2007.0,3,9,кирпич,57.0,28.4,10.6,8600000
1,Ленинский,2021.0,12,17,блок+утеплитель,44.4,18.0,16.0,7900000
1,Московский,1980.0,5,9,кирпич,34.4,18.6,8.0,5990000
4,Сормовский,2011.0,10,10,кирпич,91.4,75.7,10.5,17000000
3,Нижегородский,2019.0,2,10,блок+утеплитель,82.5,50.7,14.7,14600000
3,Нижегородский,2004.0,4,5,кирпич,114.0,58.0,21.0,15000000
3,Автозаводский,1984.0,8,9,панель,62.6,37.7,9.2,8500000
3,Автозаводский,1982.0,4,5,кирпич,52.2,36.0,6.0,4400000
2,Нижегородский,1979.0,8,9,кирпич,53.1,29.9,7.6,9000000
3,Автозаводский,2010.0,10,10,блок+утеплитель,158.0,76.0,23.0,19950000
3,Сормовский,1997.0,1,10,панель,63.4,34.5,10.7,6800000
2,Советский,1968.0,5,5,панель,42.6,28.4,6.0,4800000
1,Советский,2021.0,6,10,блок+утеплитель,38.5,16.0,10.0,7200000
4,Ленинский,2004.0,2,10,кирпич,98.3,64.1,12.5,11500000
1,Автозаводский,1995.0,4,9,панель,33.0,17.0,8.0,4400000
2,Автозаводский,1989.0,2,9,кирпич,47.0,27.0,8.0,6500000
0,Московский,1980.0,6,9,кирпич,19.0,12.0,1.0,2650000
0,Московский,1980.0,6,9,кирпич,16.0,9.0,1.0,2350000
3,Автозаводский,1985.0,2,9,панель,62.2,37.5,9.2,7600000
3,Нижегородский,1986.0,5,9,кирпич,57.3,36.0,8.2,10390000
2,Автозаводский,2024.0,3,7,блок+утеплитель,54.2,25.8,9.9,9550000
3,Сормовский,1976.0,1,9,кирпич,53.6,34.0,6.0,5500000
2,Нижегородский,2003.0,10,10,кирпич,54.6,31.2,8.1,9150000
1,Автозаводский,1993.0,15,25,панель,34.55,15.5,8.8,6200000
1,Автозаводский,2005.0,11,17,блок+утеплитель,40.4,16.5,10.5,8000000
3,Советский,1959.0,2,5,кирпич,54.0,35.7,6.0,7400000
2,Советский,1964.0,2,5,кирпич,44.1,28.4,5.6,6150000
1,Советский,2007.0,12,17,блок+утеплитель,53.0,27.0,20.0,15350000
2,Сормовский,1969.0,5,5,кирпич,45.1,31.0,5.5,4600000
2,Московский,1965.0,2,5,панель,43.3,30.1,5.5,5200000
2,Нижегородский,,8,11,панель,106.7,56.0,16.0,18000000
3,Приокский,1964.0,4,5,кирпич,56.8,42.7,6.2,7600000
2,Нижегородский,,9,10,блок+утеплитель,58.9,32.4,10.6,11399000
1,Нижегородский,2023.0,10,10,блок+утеплитель,42.1,20.48,10.61,8399000
1,Сормовский,1961.0,5,5,кирпич,31.3,17.0,5.7,5500000
3,Сормовский,1953.0,2,3,шлакоблок,61.6,37.8,8.1,4500000
2,Сормовский,2009.0,1,2,кирпич,79.0,32.5,11.0,9000000
2,Советский,2023.0,8,10,блок+утеплитель,49.5,22.0,17.0,9000000
0,Ленинский,1968.0,3,5,кирпич,23.4,16.5,1.0,3300000
3,Автозаводский,1972.0,1,5,кирпич,92.1,50.0,10.0,7900000
2,Приокский,1962.0,1,5,кирпич,42.0,28.0,6.0,5300000
1,Канавинский,1975.0,5,9,панель,30.3,17.2,5.7,3650000
2,Ленинский,1940.0,2,2,кирпич,57.1,39.1,7.0,5200000
2,Автозаводский,1987.0,9,9,панель,42.8,27.3,6.8,5350000
3,Нижегородский,1939.0,4,5,кирпич,85.0,50.0,20.0,21000000
3,Советский,2012.0,3,19,блок+утеплитель,110.9,64.0,15.6,21400000
3,Ленинский,2010.0,9,17,блок+утеплитель,95.2,59.0,20.0,19000000
3,Автозаводский,2026.0,3,8,блок+утеплитель,79.9,40.8,22.3,14228107
2,Автозаводский,2026.0,4,8,блок+утеплитель,65.2,24.2,19.3,11876984
1,Автозаводский,2026.0,1,8,блок+утеплитель,42.9,11.9,18.1,7575431
2,Автозаводский,2026.0,5,8,блок+утеплитель,64.7,24.4,22.9,11946447
3,Автозаводский,2026.0,6,8,блок+утеплитель,80.3,40.8,22.3,14784365
1,Автозаводский,2026.0,1,8,блок+утеплитель,42.9,11.9,18.1,7575431
3,Автозаводский,2026.0,6,8,блок+утеплитель,80.3,40.8,22.3,14784365
3,Автозаводский,2026.0,1,8,блок+утеплитель,79.7,41.0,12.8,13633027
2,Автозаводский,2026.0,1,8,блок+утеплитель,63.9,23.5,22.6,11096198
1,Советский,2025.0,9,13,кирпич,44.2,12.4,19.9,15367789
2,Автозаводский,2026.0,1,8,блок+утеплитель,60.7,23.3,24.2,10538542
1,Автозаводский,2026.0,2,8,блок+утеплитель,41.9,11.7,18.8,7609032
3,Советский,2025.0,12,13,кирпич,81.8,38.1,22.2,25193130
1,Советский,2025.0,9,13,кирпич,48.7,12.4,5.8,16844499
3,Автозаводский,2026.0,6,8,блок+утеплитель,74.8,36.8,15.7,13886870
3,Советский,2025.0,9,13,кирпич,82.1,38.1,22.2,24551082
2,Советский,2025.0,2,13,кирпич,79.3,27.6,30.1,22268802
3,Автозаводский,2026.0,2,8,блок+утеплитель,74.5,34.5,18.5,13219716
2,Автозаводский,2026.0,5,8,блок+утеплитель,64.7,24.4,22.9,11946447
2,Автозаводский,2026.0,2,8,блок+утеплитель,60.4,23.3,23.4,10789543
3,Автозаводский,2026.0,2,8,блок+утеплитель,73.8,36.8,15.7,13072146
1,Автозаводский,2026.0,3,8,блок+утеплитель,46.5,14.1,22.1,8490769
1,Автозаводский,2026.0,5,8,блок+утеплитель,45.0,11.9,18.1,8397490
2,Автозаводский,2026.0,1,8,блок+утеплитель,70.0,29.9,20.9,11978080
2,Советский,2025.0,8,13,кирпич,79.3,27.6,30.1,23570590
1,Автозаводский,2026.0,2,8,блок+утеплитель,42.0,11.3,18.8,7627186
1,Автозаводский,2026.0,1,8,блок+утеплитель,46.3,14.1,21.6,8129188
1,Автозаводский,2026.0,3,8,блок+утеплитель,45.0,11.9,18.1,8216950
3,Автозаводский,2026.0,8,8,блок+утеплитель,88.8,43.4,20.8,16807863
3,Автозаводский,2026.0,4,8,блок+утеплитель,74.4,36.8,15.7,13478556
2,Советский,2025.0,8,13,кирпич,64.7,25.1,20.5,18850990
3,Автозаводский,2026.0,2,8,блок+утеплитель,79.3,40.8,22.3,13962513
2,Автозаводский,2026.0,2,8,блок+утеплитель,62.6,26.2,24.1,11182215
2,Автозаводский,2026.0,3,8,блок+утеплитель,61.0,23.3,23.4,11020729
2,Советский,2025.0,13,13,кирпич,67.4,24.3,24.4,21706736
3,Автозаводский,2026.0,2,8,блок+утеплитель,79.3,40.8,22.3,13962513
2,Автозаводский,2026.0,2,8,блок+утеплитель,62.6,26.2,24.1,11182215
2,Автозаводский,2026.0,3,8,блок+утеплитель,61.0,23.3,23.4,11020729
2,Автозаводский,2026.0,1,8,блок+утеплитель,60.5,26.6,24.5,10500939
3,Автозаводский,2026.0,4,8,блок+утеплитель,74.4,36.8,15.7,13478556
2,Советский,2025.0,8,13,кирпич,64.7,25.1,20.5,18850990
2,Советский,2025.0,2,13,кирпич,79.3,27.6,30.1,22268802
1,Автозаводский,2026.0,1,8,блок+утеплитель,46.9,14.1,22.1,8234503
4,Советский,2025.0,2,13,кирпич,99.5,51.4,22.6,27296384
2,Советский,2025.0,9,13,кирпич,64.7,25.1,20.5,19264035
3,Советский,2025.0,8,13,кирпич,82.1,38.1,22.2,24327003
2,Автозаводский,2026.0,3,8,блок+утеплитель,57.2,21.9,17.3,10361268
3,Советский,2025.0,6,13,кирпич,97.8,44.6,24.1,28302411
2,Автозаводский,2026.0,1,8,блок+утеплитель,60.8,26.2,23.9,10555844
4,Советский,2025.0,5,13,кирпич,99.5,51.4,22.6,28113901
1,Автозаводский,2026.0,1,8,блок+утеплитель,41.0,14.6,12.8,7240028
3,Автозаводский,2026.0,4,8,блок+утеплитель,79.9,40.8,22.3,14388386
2,Советский,2025.0,7,13,кирпич,79.3,27.6,30.1,23353626
2,Советский,2025.0,13,13,кирпич,67.4,24.3,24.4,21706736
2,Автозаводский,2026.0,5,8,блок+утеплитель,64.7,24.4,22.9,11946447
2,Советский,2025.0,12,13,кирпич,59.0,27.6,12.8,19112552
3,Советский,2025.0,5,13,кирпич,97.8,44.6,24.1,28030726
2,Советский,2025.0,2,13,кирпич,64.6,24.5,21.4,17891614
3,Советский,2025.0,2,13,кирпич,97.8,44.6,24.1,27215672
1,Автозаводский,2026.0,4,8,блок+утеплитель,41.9,11.7,18.8,7735109
2,Автозаводский,2026.0,1,8,блок+утеплитель,62.0,24.8,24.4,10764465
