livrooms_count,district,year,level,house_levels,const_tech,area,liv_area,kitchen_area,price,log_price
2,Приокский,2025.0,11,18,блок+утеплитель,68.8,32.4,16.0,14448000,16.486066554638903
3,Приокский,2025.0,6,18,блок+утеплитель,91.4,45.4,17.5,17183200,16.65944272027219
2,Приокский,2025.0,7,18,блок+утеплитель,69.0,32.4,16.1,13455000,16.414861342143144
1,Приокский,2025.0,16,18,блок+утеплитель,44.4,12.4,19.6,10434000,16.160580262564476
3,Приокский,2025.0,15,18,блок+утеплитель,89.1,45.8,17.5,18265500,16.720524592597307
3,Приокский,2025.0,18,18,блок+утеплитель,87.4,44.8,16.3,22287000,16.919514106802055
3,Приокский,2025.0,2,18,блок+утеплитель,92.0,45.4,17.5,14720000,16.504717671265006
3,Приокский,2025.0,3,18,блок+утеплитель,91.4,45.4,17.5,15538000,16.558799194492504
2,Приокский,2025.0,6,18,блок+утеплитель,69.0,32.4,16.1,13248000,16.399357155607177
3,Приокский,2025.0,6,18,блок+утеплитель,89.2,45.8,17.5,16769600,16.63507828139805
1,Приокский,2025.0,18,18,блок+утеплитель,82.6,33.9,28.2,21063000,16.863028504667497
3,Приокский,2025.0,9,18,блок+утеплитель,89.2,45.8,17.5,17394000,16.67163587713185
2,Приокский,2025.0,16,18,блок+утеплитель,74.3,31.2,19.2,16717500,16.63196663291027
2,Приокский,2025.0,10,18,блок+утеплитель,74.3,31.2,19.2,15082900,16.52907220974764
2,Приокский,2025.0,11,18,блок+утеплитель,74.3,31.2,19.2,15231500,16.538876209844258
3,Приокский,2025.0,8,18,блок+утеплитель,89.2,45.8,17.5,17215600,16.661326507472985
1,Приокский,2025.0,4,18,блок+утеплитель,49.7,17.0,11.9,9940000,16.112077578632757
3,Приокский,2025.0,2,18,блок+утеплитель,89.7,45.8,17.5,14352000,16.479399863280715
3,Приокский,2025.0,7,18,блок+утеплитель,89.2,45.8,17.5,17037200,16.65090974661473
3,Приокский,2025.0,3,18,блок+утеплитель,89.2,45.8,17.5,15164000,16.534434755618364
2,Автозаводский,2007.0,6,12,кирпич,69.68,35.66,14.45,11600000,16.266515656076592
1,Советский,1964.0,3,5,кирпич,30.1,17.5,6.0,4350000,15.285686403064867
2,Советский,2011.0,2,11,кирпич,78.0,27.0,33.0,17319999,16.667372403361842
2,Приокский,2008.0,13,14,кирпич,61.0,30.5,12.4,11650000,16.270816737975984
3,Сормовский,1977.0,7,9,панель,51.4,34.2,6.0,5150000,15.454507272639919
4,Ленинский,1975.0,7,9,панель,105.0,64.3,9.0,11900000,16.292048958081757
3,Советский,2017.0,22,22,блок+утеплитель,95.0,51.34,13.65,26990000,17.11097698499419
4,Нижегородский,2007.0,2,9,кирпич,119.8,68.8,15.4,40000000,17.50439001207821
1,Нижегородский,2015.0,1,8,кирпич,37.2,20.3,8.7,8200000,15.919644712234481
3,Нижегородский,1957.0,4,4,кирпич,84.0,62.0,9.0,14500000,16.489659207390805
4,Автозаводский,1985.9722735674677,8,9,панель,88.3,55.4,7.3,11300000,16.240313283682568
4,Нижегородский,1993.0,6,10,панель,86.2,56.0,10.0,12900000,16.3727378693319
2,Автозаводский,1986.0,8,9,панель,44.3,28.0,7.1,6500000,15.687312734865866
3,Автозаводский,1972.0,1,5,панель,49.8,34.5,6.0,5600000,15.538277155705378
3,Автозаводский,1978.0,2,9,панель,61.8,44.3,7.0,6900000,15.747031969567487
2,Советский,2009.0,1,9,кирпич,65.0,34.2,13.0,11200000,16.231424336265324
2,Автозаводский,1957.0,1,2,шлакоблок,35.0,27.0,3.0,3600000,15.096444403426338
3,Нижегородский,1971.0,8,9,панель,60.8,44.4,7.0,9700000,16.08763644347361
1,Автозаводский,2016.0,9,17,блок+утеплитель,38.2,18.0,11.0,6500000,15.687312734865866
3,Московский,1977.0,2,9,кирпич,58.7,40.2,7.0,8200000,15.919644712234481
3,Ленинский,1981.0,3,9,панель,63.4,38.4,9.2,9300000,16.045524958123483
0,Сормовский,2018.0,3,10,панель,17.1,12.3,1.0,3490000,15.06541229417861
3,Нижегородский,2010.0,7,10,кирпич,75.9,43.4,12.9,16900000,16.642824179893303
4,Нижегородский,2023.0,6,18,кирпич,119.0,67.0,18.8,39800000,17.499377470254665
1,Канавинский,2015.0,21,23,блок+утеплитель,45.9,17.7,11.9,9500000,16.06680235657077
2,Ленинский,1974.0,4,5,панель,50.0,34.0,6.0,6800000,15.732433170146335
1,Автозаводский,1976.0,1,9,панель,32.6,17.3,5.9,3900000,15.176487111099874
3,Сормовский,1974.0,3,9,кирпич,58.7,39.6,7.3,5400000,15.501909511534503
3,Автозаводский,1979.0,8,14,кирпич,70.7,41.9,7.7,7850000,15.876024089758591
3,Автозаводский,1995.0,3,9,панель,62.8,38.2,9.2,8700000,15.978833583624812
2,Советский,1958.0,2,2,кирпич,36.4,27.4,5.1,4888888,15.402475432728117
4,Сормовский,1973.0,1,5,панель,58.7,42.1,6.0,8300000,15.931766072766827
3,Автозаводский,1958.0,1,5,кирпич,79.8,50.4,14.0,10999000,16.213314917539254
2,Московский,1952.0,2,5,кирпич,47.2,37.4,7.9,5850000,15.58195221920804
0,Советский,2023.0,7,11,блок+утеплитель,24.0,15.0,1.0,5400000,15.501909511534503
3,Нижегородский,2023.0,5,10,блок+утеплитель,84.8,51.06,14.56,14800000,16.510137738734343
2,Автозаводский,1941.0,2,5,кирпич,65.4,35.0,15.4,8600000,15.967272761223736
2,Нижегородский,2018.0,5,10,монолитный железобетон,56.9,28.3,11.1,12340000,16.328356576441514
1,Нижегородский,1964.0,4,5,кирпич,34.5,18.0,6.0,6140000,15.630335300123326
1,Канавинский,1992.4320625610949,9,10,кирпич,40.4,15.8,10.0,5820000,15.576810819707621
2,Советский,1961.0,4,5,кирпич,42.1,28.7,5.3,5400000,15.501909511534503
2,Автозаводский,2024.0,18,18,кирпич,42.0,22.4,8.2,7458864,15.824913681763972
2,Автозаводский,1974.0,1,5,панель,42.0,25.2,5.7,4490000,15.317363259718437
2,Канавинский,2014.0,2,17,блок+утеплитель,67.8,32.8,12.2,13100000,16.38812278817138
3,Московский,1966.0,6,6,кирпич,54.1,39.3,5.1,4399999,15.297114871615737
3,Сормовский,1971.0,4,5,панель,62.5,46.5,5.9,5900000,15.590462908875947
2,Московский,1985.9722735674677,4,5,панель,39.2,23.0,5.9,4700000,15.363073066680286
2,Ленинский,2019.0,6,18,блок+утеплитель,53.0,29.1,9.2,10600000,16.176364559082295
3,Автозаводский,1980.0,1,9,панель,59.3,39.3,7.0,6399000,15.671652286121597
3,Сормовский,1974.0,4,9,панель,55.8,40.1,7.1,6150000,15.631962639782701
1,Канавинский,2015.0,12,12,кирпич,39.0,18.5,10.7,7650000,15.850216205802719
2,Московский,1967.0,2,2,дерево,35.7,21.9,6.0,2250000,14.626440774180603
2,Автозаводский,1965.0,4,5,кирпич,43.8,29.0,5.6,6100000,15.623799329143539
2,Ленинский,1974.0,1,5,панель,41.4,25.9,6.0,5150000,15.454507272639919
2,Автозаводский,1978.0,8,9,панель,45.0,27.5,8.0,7300000,15.80338490611862
3,Московский,2000.0,2,10,панель,67.8,50.0,9.6,8730000,15.982275927815785
1,Нижегородский,1987.0,4,9,панель,34.0,18.0,9.0,5850000,15.58195221920804
3,Канавинский,1971.0,3,9,панель,61.0,44.0,7.5,6900000,15.747031969567487
3,Советский,1967.0,2,6,кирпич,52.0,35.0,6.0,7300000,15.80338490611862
2,Сормовский,1958.0,1,2,шлакоблок,40.1,29.3,5.0,3300000,15.009433026436708
3,Нижегородский,1986.0,3,9,панель,65.0,40.0,9.5,8200000,15.919644712234481
2,Советский,2024.0,10,15,блок+утеплитель,55.5,29.3,7.3,13590000,16.424844786127327
2,Автозаводский,1965.0,1,5,панель,42.9,29.0,5.8,4275000,15.268294660352998
2,Советский,2023.0,5,16,блок+утеплитель,52.0,25.0,17.5,9900000,16.108045315104818
3,Канавинский,2025.0,6,10,панель,75.0,44.66,10.7,7565025,15.839046209891796
2,Автозаводский,1976.0,7,9,кирпич,45.2,27.5,6.1,5300000,15.483217378522351
2,Приокский,1977.0,4,9,панель,44.0,27.0,7.0,5250000,15.473738634567807
3,Советский,1958.0,2,2,дерево,61.8,45.0,6.8,6600000,15.702580206996654
1,Автозаводский,2012.0,3,10,панель,31.8,16.0,8.2,4570000,15.335023762870387
2,Автозаводский,1946.0,5,5,кирпич,51.4,28.5,6.5,6499000,15.687158876876486
3,Московский,1959.0,2,5,кирпич,54.0,38.0,5.6,6200000,15.64005985001532
4,Ленинский,1972.0,3,5,кирпич,62.4,45.0,6.1,7000000,15.761420707019587
2,Приокский,1964.0,2,5,кирпич,40.2,28.9,4.0,5600000,15.538277155705378
2,Нижегородский,1972.0,4,9,панель,43.4,27.3,7.0,8300000,15.931766072766827
2,Московский,1992.4320625610949,1,2,кирпич,50.0,33.0,6.0,5300000,15.483217378522351
2,Автозаводский,1937.0,4,6,кирпич,53.6,31.8,7.5,7950000,15.888682486630515
3,Сормовский,1998.0,6,10,кирпич,63.6,37.2,10.4,7650000,15.850216205802719
2,Нижегородский,1967.0,2,9,кирпич,45.0,26.0,8.5,9000000,16.012735135300492
2,Советский,2022.0,8,17,блок+утеплитель,69.3,29.6,24.8,12700000,16.35711255142882
2,Сормовский,1950.0,1,2,дерево,44.2,24.0,7.0,3470000,15.059665151923042
1,Советский,2022.0,16,17,блок+утеплитель,36.7,14.0,10.2,7500000,15.830413578506539
2,Канавинский,1985.0,8,9,кирпич,46.5,27.7,8.0,5500000,15.520258650202699
1,Приокский,2014.0,8,17,блок+утеплитель,41.5,19.5,9.6,7250000,15.796512026830857
2,Приокский,2024.0,13,16,кирпич,59.3,28.6,10.9,9250000,16.04013410948861
2,Автозаводский,1958.0,2,2,шлакоблок,37.9,28.2,4.6,4100000,15.226497531674536
2,Нижегородский,2003.0,6,10,кирпич,57.4,31.8,10.0,11290000,16.239427936125846
3,Советский,1980.0,5,9,кирпич,67.8,43.6,8.7,11900000,16.292048958081757
2,Канавинский,2008.0,3,10,кирпич,62.0,33.0,27.3,8700000,15.978833583624812
2,Автозаводский,1975.0,4,9,панель,39.0,22.6,5.9,5200000,15.464169183551656
3,Нижегородский,2008.0,8,9,кирпич,117.3,64.5,20.4,28000000,17.14771506813948
1,Автозаводский,1957.0,1,2,шлакоблок,25.8,17.0,5.0,2900000,14.880221294956703
1,Приокский,2012.0,5,10,блок+утеплитель,33.3,16.0,6.1,5400000,15.501909511534503
2,Сормовский,2023.0,1,10,панель,55.7,30.0,8.5,7700000,15.856730886823913
2,Приокский,1979.0,8,9,панель,38.0,21.8,5.8,5990000,15.605601970091632
3,Советский,2008.0,4,18,блок+утеплитель,87.2,36.9,30.0,17500000,16.67771143889374
2,Автозаводский,1961.0,5,5,панель,46.1,32.9,5.5,4500000,15.319587954740548
1,Ленинский,1969.0,1,5,кирпич,45.6,31.9,6.0,5240000,15.471832056297226
1,Советский,2023.0,6,10,блок+утеплитель,32.6,8.0,15.0,6500000,15.687312734865866
2,Приокский,1969.0,5,5,кирпич,47.3,29.9,6.0,5990000,15.605601970091632
2,Московский,1988.0,2,9,панель,49.4,28.2,7.4,7150000,15.78262291467019
2,Ленинский,1964.0,2,5,кирпич,44.5,28.2,6.0,5500000,15.520258650202699
2,Автозаводский,1946.0,2,5,кирпич,50.8,28.8,6.5,7499000,15.830280236283526
3,Нижегородский,1999.0,8,10,панель,62.2,37.5,8.0,8150000,15.913528485217045
2,Автозаводский,1952.0,2,5,кирпич,55.7,32.5,7.6,8500000,15.955576721460545
1,Приокский,1974.0,9,9,кирпич,20.7,11.2,4.9,3500000,15.068273526459642
1,Сормовский,2007.0,10,10,кирпич,37.4,18.2,10.8,6150000,15.631962639782701
1,Нижегородский,2003.0,9,10,кирпич,44.8,17.6,13.9,8000000,15.89495209964411
1,Автозаводский,1967.0,4,5,панель,33.0,19.0,5.6,4300000,15.27412558066379
2,Сормовский,1964.0,3,5,панель,41.9,27.0,5.3,5690000,15.554220806102514
2,Нижегородский,2002.0,2,10,панель,58.0,30.7,8.5,8200000,15.919644712234481
2,Сормовский,1974.0,8,9,кирпич,45.2,28.2,6.3,4940000,15.412875889164106
0,Советский,2020.0,2,10,блок+утеплитель,28.0,17.0,1.0,6000000,15.60727002719233
4,Советский,1973.0,3,5,панель,60.0,41.8,5.6,7500000,15.830413578506539
1,Автозаводский,1969.0,3,5,панель,32.7,19.0,5.5,4200000,15.250595083253597
1,Советский,2024.0,15,25,блок+утеплитель,34.2,14.9,11.1,6850000,15.739759210238407
1,Приокский,1958.0,2,2,кирпич,29.5,20.1,4.8,3800000,15.150511624696614
2,Приокский,1976.0,10,12,кирпич,49.2,31.4,7.6,7500000,15.830413578506539
3,Канавинский,2005.0,3,10,блок+утеплитель,87.1,47.7,14.4,10000000,16.11809565095832
2,Канавинский,2019.0,16,19,кирпич,50.0,25.0,13.7,9800000,16.0978929436408
1,Московский,1970.0,2,5,кирпич,26.4,14.5,7.0,3850000,15.163583706263967
2,Сормовский,1967.0,1,5,панель,42.3,27.8,5.4,3950000,15.189226136877304
2,Нижегородский,2023.0,15,17,кирпич,64.2,25.5,16.5,10800000,16.195056692094447
3,Сормовский,1971.0,5,5,панель,61.8,46.2,6.0,6000000,15.60727002719233
1,Советский,1997.0,4,10,кирпич,52.1,25.9,11.3,14400000,16.48273876454623
3,Приокский,1990.0,14,16,панель,87.1,47.6,10.9,12700000,16.35711255142882
1,Канавинский,2005.0,6,10,блок+утеплитель,37.0,15.0,8.5,4700000,15.363073066680286
2,Нижегородский,2013.0,1,10,кирпич,62.0,29.0,20.0,12500000,16.34123920227253
0,Советский,1970.0,1,5,кирпич,15.0,9.0,1.0,2699999,14.80876196060412
4,Нижегородский,2007.0,7,10,кирпич,118.7,70.8,21.2,37999000,17.45307040155492
2,Автозаводский,1953.0,2,4,кирпич,58.4,31.4,7.5,7399999,15.816990423039254
3,Московский,1958.0,5,5,кирпич,77.0,47.9,8.2,8500000,15.955576721460545
2,Канавинский,1970.0,2,12,кирпич,43.0,30.0,8.2,6200000,15.64005985001532
3,Ленинский,1994.0,3,6,кирпич,64.0,39.0,8.4,8800000,15.990262279448435
2,Автозаводский,2014.0,2,16,кирпич,66.4,37.15,13.3,9500000,16.06680235657077
1,Сормовский,2017.0,10,10,панель,30.6,15.8,8.2,6200000,15.64005985001532
2,Московский,2016.0,9,10,панель,60.3,32.0,13.7,9300000,16.045524958123483
1,Нижегородский,2022.0,19,25,блок+утеплитель,38.0,18.0,11.0,10950000,16.208850014226783
1,Ленинский,2018.0,10,23,блок+утеплитель,36.3,15.9,7.8,8150000,15.913528485217045
3,Сормовский,2008.0,1,10,кирпич,88.2,52.9,12.8,8500000,15.955576721460545
3,Нижегородский,2021.0,7,12,панель,60.0,35.0,15.0,17500000,16.67771143889374
3,Сормовский,1988.0,2,9,панель,59.7,39.6,9.5,7449000,15.823590353158414
1,Сормовский,1966.0,4,5,панель,32.5,19.5,5.6,3700000,15.123843377614453
3,Советский,1991.0,10,10,кирпич,63.4,38.6,8.2,10800000,16.195056692094447
2,Нижегородский,2021.1702127659576,6,10,монолитный железобетон,61.0,33.8,10.8,10700000,16.185754299432134
1,Автозаводский,1959.0,5,5,кирпич,30.7,17.1,5.6,3750000,15.137266397946593
2,Приокский,1975.0,4,12,кирпич,50.2,30.0,7.8,8000000,15.89495209964411
1,Ленинский,2021.0,3,17,блок+утеплитель,40.4,14.0,16.6,7999999,15.894951974644103
2,Советский,2024.0,8,25,блок+утеплитель,61.3,30.0,20.8,10500000,16.166885815127753
2,Советский,2023.0,18,19,панель,51.0,23.41,15.61,13500000,16.41820024340866
2,Московский,1957.0,5,5,кирпич,57.0,34.2,8.1,4800000,15.38412647587812
2,Московский,1988.0,8,9,кирпич,40.5,23.3,8.7,6249000,15.64793200891122
2,Приокский,2014.0,2,5,блок+утеплитель,56.6,29.0,11.0,11600000,16.266515656076592
